ID Sensor,ID Vaca,Longitud,Latitud,Fecha/Hora
1,1,-62.387584,-31.846767,2023-02-23T10:27:24.812Z
2,2,-62.369824,-31.938005,2023-02-23T10:27:24.815Z
3,3,-62.316989,-31.863676,2023-02-23T10:27:24.815Z
4,4,-62.272111,-31.911950,2023-02-23T10:27:24.815Z
5,5,-62.422741,-31.866798,2023-02-23T10:27:24.815Z
6,6,-62.431248,-31.935854,2023-02-23T10:27:24.815Z
7,7,-62.287318,-31.895214,2023-02-23T10:27:24.815Z
8,8,-62.286709,-31.886611,2023-02-23T10:27:24.815Z
9,9,-62.433153,-31.921905,2023-02-23T10:27:24.815Z
10,10,-62.438086,-31.865650,2023-02-23T10:27:24.815Z
11,11,-62.416659,-31.937282,2023-02-23T10:27:24.815Z
12,12,-62.408522,-31.945426,2023-02-23T10:27:24.815Z
13,13,-62.406555,-31.907294,2023-02-23T10:27:24.815Z
14,14,-62.273086,-31.882941,2023-02-23T10:27:24.815Z
15,15,-62.278544,-31.848496,2023-02-23T10:27:24.815Z
16,16,-62.344874,-31.936295,2023-02-23T10:27:24.815Z
17,17,-62.366899,-31.914228,2023-02-23T10:27:24.815Z
18,18,-62.377225,-31.893072,2023-02-23T10:27:24.815Z
19,19,-62.428130,-31.888445,2023-02-23T10:27:24.815Z
20,20,-62.370794,-31.947165,2023-02-23T10:27:24.815Z
21,21,-62.376538,-31.939935,2023-02-23T10:27:24.815Z
22,22,-62.276046,-31.894777,2023-02-23T10:27:24.815Z
23,23,-62.320923,-31.913165,2023-02-23T10:27:24.815Z
24,24,-62.436615,-31.948868,2023-02-23T10:27:24.815Z
25,25,-62.467854,-31.842749,2023-02-23T10:27:24.815Z
26,26,-62.459258,-31.944881,2023-02-23T10:27:24.815Z
27,27,-62.424111,-31.942893,2023-02-23T10:27:24.815Z
28,28,-62.410781,-31.836440,2023-02-23T10:27:24.815Z
29,29,-62.318002,-31.839666,2023-02-23T10:27:24.815Z
30,30,-62.297225,-31.933824,2023-02-23T10:27:24.815Z
31,31,-62.425031,-31.905430,2023-02-23T10:27:24.815Z
32,32,-62.297426,-31.943435,2023-02-23T10:27:24.815Z
33,33,-62.471235,-31.856777,2023-02-23T10:27:24.815Z
34,34,-62.368709,-31.858730,2023-02-23T10:27:24.815Z
35,35,-62.286908,-31.887161,2023-02-23T10:27:24.815Z
36,36,-62.282764,-31.926618,2023-02-23T10:27:24.815Z
37,37,-62.275019,-31.902164,2023-02-23T10:27:24.815Z
38,38,-62.430264,-31.921090,2023-02-23T10:27:24.815Z
39,39,-62.445452,-31.871956,2023-02-23T10:27:24.815Z
40,40,-62.349040,-31.895135,2023-02-23T10:27:24.815Z
41,41,-62.449239,-31.942968,2023-02-23T10:27:24.815Z
42,42,-62.451542,-31.940193,2023-02-23T10:27:24.815Z
43,43,-62.372086,-31.838854,2023-02-23T10:27:24.815Z
44,44,-62.412046,-31.845425,2023-02-23T10:27:24.815Z
45,45,-62.308408,-31.869275,2023-02-23T10:27:24.815Z
46,46,-62.285860,-31.947743,2023-02-23T10:27:24.815Z
47,47,-62.465400,-31.855479,2023-02-23T10:27:24.815Z
48,48,-62.419754,-31.910702,2023-02-23T10:27:24.815Z
49,49,-62.311931,-31.950017,2023-02-23T10:27:24.815Z
50,50,-62.416317,-31.933060,2023-02-23T10:27:24.815Z
51,51,-62.349280,-31.934290,2023-02-23T10:27:24.815Z
52,52,-62.411235,-31.947443,2023-02-23T10:27:24.815Z
53,53,-62.388059,-31.882551,2023-02-23T10:27:24.815Z
54,54,-62.448595,-31.846257,2023-02-23T10:27:24.815Z
55,55,-62.433300,-31.908040,2023-02-23T10:27:24.815Z
56,56,-62.305731,-31.880893,2023-02-23T10:27:24.815Z
57,57,-62.277697,-31.900589,2023-02-23T10:27:24.815Z
58,58,-62.403402,-31.899517,2023-02-23T10:27:24.815Z
59,59,-62.302176,-31.894095,2023-02-23T10:27:24.815Z
60,60,-62.371858,-31.885272,2023-02-23T10:27:24.815Z
61,61,-62.411322,-31.838054,2023-02-23T10:27:24.815Z
62,62,-62.313074,-31.875485,2023-02-23T10:27:24.815Z
63,63,-62.299655,-31.883018,2023-02-23T10:27:24.815Z
64,64,-62.343163,-31.836518,2023-02-23T10:27:24.815Z
65,65,-62.321538,-31.889030,2023-02-23T10:27:24.815Z
66,66,-62.306718,-31.916586,2023-02-23T10:27:24.815Z
67,67,-62.302227,-31.926805,2023-02-23T10:27:24.815Z
68,68,-62.389470,-31.930155,2023-02-23T10:27:24.815Z
69,69,-62.402947,-31.854845,2023-02-23T10:27:24.815Z
70,70,-62.352449,-31.842229,2023-02-23T10:27:24.815Z
71,71,-62.437038,-31.875463,2023-02-23T10:27:24.815Z
72,72,-62.435103,-31.853032,2023-02-23T10:27:24.815Z
73,73,-62.300766,-31.890064,2023-02-23T10:27:24.815Z
74,74,-62.297849,-31.858002,2023-02-23T10:27:24.815Z
75,75,-62.277411,-31.835713,2023-02-23T10:27:24.815Z
76,76,-62.409706,-31.899682,2023-02-23T10:27:24.815Z
77,77,-62.342275,-31.864962,2023-02-23T10:27:24.815Z
78,78,-62.283986,-31.840192,2023-02-23T10:27:24.815Z
79,79,-62.328003,-31.915138,2023-02-23T10:27:24.815Z
80,80,-62.345181,-31.857697,2023-02-23T10:27:24.815Z
81,81,-62.292223,-31.923401,2023-02-23T10:27:24.815Z
82,82,-62.286779,-31.875977,2023-02-23T10:27:24.815Z
83,83,-62.291380,-31.932207,2023-02-23T10:27:24.815Z
84,84,-62.437247,-31.885622,2023-02-23T10:27:24.815Z
85,85,-62.434807,-31.907187,2023-02-23T10:27:24.815Z
86,86,-62.446400,-31.948076,2023-02-23T10:27:24.815Z
87,87,-62.452103,-31.852984,2023-02-23T10:27:24.815Z
88,88,-62.389329,-31.919654,2023-02-23T10:27:24.815Z
89,89,-62.308480,-31.850841,2023-02-23T10:27:24.815Z
90,90,-62.354595,-31.858646,2023-02-23T10:27:24.815Z
91,91,-62.410918,-31.896130,2023-02-23T10:27:24.815Z
92,92,-62.453514,-31.875195,2023-02-23T10:27:24.815Z
93,93,-62.284501,-31.908879,2023-02-23T10:27:24.815Z
94,94,-62.355513,-31.923051,2023-02-23T10:27:24.815Z
95,95,-62.334807,-31.902879,2023-02-23T10:27:24.815Z
96,96,-62.288587,-31.865483,2023-02-23T10:27:24.815Z
97,97,-62.409786,-31.855388,2023-02-23T10:27:24.815Z
98,98,-62.294068,-31.845204,2023-02-23T10:27:24.815Z
99,99,-62.287745,-31.886011,2023-02-23T10:27:24.815Z
100,100,-62.341050,-31.924873,2023-02-23T10:27:24.815Z
101,101,-62.429662,-31.931686,2023-02-23T10:27:24.815Z
102,102,-62.308458,-31.923330,2023-02-23T10:27:24.815Z
103,103,-62.391327,-31.851591,2023-02-23T10:27:24.815Z
104,104,-62.387483,-31.941154,2023-02-23T10:27:24.815Z
105,105,-62.305355,-31.865973,2023-02-23T10:27:24.815Z
106,106,-62.338492,-31.897821,2023-02-23T10:27:24.815Z
107,107,-62.439737,-31.948156,2023-02-23T10:27:24.815Z
108,108,-62.394637,-31.868381,2023-02-23T10:27:24.815Z
109,109,-62.396665,-31.871120,2023-02-23T10:27:24.815Z
110,110,-62.300695,-31.924398,2023-02-23T10:27:24.815Z
111,111,-62.289230,-31.901702,2023-02-23T10:27:24.815Z
112,112,-62.399114,-31.840253,2023-02-23T10:27:24.815Z
113,113,-62.344501,-31.899434,2023-02-23T10:27:24.815Z
114,114,-62.277073,-31.920743,2023-02-23T10:27:24.815Z
115,115,-62.421956,-31.908102,2023-02-23T10:27:24.815Z
116,116,-62.368885,-31.889781,2023-02-23T10:27:24.815Z
117,117,-62.290156,-31.913902,2023-02-23T10:27:24.815Z
118,118,-62.276908,-31.853482,2023-02-23T10:27:24.815Z
119,119,-62.440263,-31.848700,2023-02-23T10:27:24.815Z
120,120,-62.471758,-31.850748,2023-02-23T10:27:24.815Z
121,121,-62.467137,-31.924834,2023-02-23T10:27:24.815Z
122,122,-62.448238,-31.880287,2023-02-23T10:27:24.815Z
123,123,-62.429442,-31.881942,2023-02-23T10:27:24.815Z
124,124,-62.377045,-31.903600,2023-02-23T10:27:24.815Z
125,125,-62.371792,-31.903002,2023-02-23T10:27:24.815Z
126,126,-62.437086,-31.923298,2023-02-23T10:27:24.815Z
127,127,-62.437977,-31.893626,2023-02-23T10:27:24.815Z
128,128,-62.372604,-31.842852,2023-02-23T10:27:24.815Z
129,129,-62.297700,-31.915873,2023-02-23T10:27:24.815Z
130,130,-62.407406,-31.846100,2023-02-23T10:27:24.815Z
131,131,-62.313386,-31.880342,2023-02-23T10:27:24.815Z
132,132,-62.351750,-31.852541,2023-02-23T10:27:24.815Z
133,133,-62.421053,-31.856495,2023-02-23T10:27:24.815Z
134,134,-62.291950,-31.917612,2023-02-23T10:27:24.815Z
135,135,-62.345426,-31.938631,2023-02-23T10:27:24.815Z
136,136,-62.352504,-31.945710,2023-02-23T10:27:24.815Z
137,137,-62.364892,-31.904831,2023-02-23T10:27:24.815Z
138,138,-62.434726,-31.852792,2023-02-23T10:27:24.815Z
139,139,-62.333642,-31.925722,2023-02-23T10:27:24.815Z
140,140,-62.327992,-31.864471,2023-02-23T10:27:24.815Z
141,141,-62.279889,-31.912621,2023-02-23T10:27:24.815Z
142,142,-62.330584,-31.866406,2023-02-23T10:27:24.815Z
143,143,-62.387262,-31.866895,2023-02-23T10:27:24.815Z
144,144,-62.402031,-31.878479,2023-02-23T10:27:24.815Z
145,145,-62.424027,-31.920330,2023-02-23T10:27:24.815Z
146,146,-62.431578,-31.861262,2023-02-23T10:27:24.815Z
147,147,-62.401085,-31.839570,2023-02-23T10:27:24.815Z
148,148,-62.288985,-31.874605,2023-02-23T10:27:24.815Z
149,149,-62.325144,-31.837008,2023-02-23T10:27:24.815Z
150,150,-62.453723,-31.878164,2023-02-23T10:27:24.815Z
151,151,-62.304189,-31.858816,2023-02-23T10:27:24.815Z
152,152,-62.355370,-31.840883,2023-02-23T10:27:24.815Z
153,153,-62.457464,-31.836768,2023-02-23T10:27:24.815Z
154,154,-62.357723,-31.902854,2023-02-23T10:27:24.815Z
155,155,-62.417175,-31.929278,2023-02-23T10:27:24.815Z
156,156,-62.436656,-31.850264,2023-02-23T10:27:24.815Z
157,157,-62.333319,-31.915087,2023-02-23T10:27:24.815Z
158,158,-62.439398,-31.907477,2023-02-23T10:27:24.815Z
159,159,-62.275312,-31.854475,2023-02-23T10:27:24.815Z
160,160,-62.294924,-31.857907,2023-02-23T10:27:24.815Z
161,161,-62.349414,-31.847185,2023-02-23T10:27:24.815Z
162,162,-62.287477,-31.879486,2023-02-23T10:27:24.815Z
163,163,-62.303523,-31.951403,2023-02-23T10:27:24.815Z
164,164,-62.456535,-31.874746,2023-02-23T10:27:24.815Z
165,165,-62.445390,-31.841150,2023-02-23T10:27:24.815Z
166,166,-62.319797,-31.854372,2023-02-23T10:27:24.815Z
167,167,-62.406527,-31.874913,2023-02-23T10:27:24.815Z
168,168,-62.328972,-31.927301,2023-02-23T10:27:24.815Z
169,169,-62.373821,-31.910825,2023-02-23T10:27:24.815Z
170,170,-62.437652,-31.921857,2023-02-23T10:27:24.815Z
171,171,-62.309265,-31.838967,2023-02-23T10:27:24.815Z
172,172,-62.311654,-31.895970,2023-02-23T10:27:24.815Z
173,173,-62.449014,-31.866226,2023-02-23T10:27:24.815Z
174,174,-62.449523,-31.877888,2023-02-23T10:27:24.815Z
175,175,-62.303242,-31.871898,2023-02-23T10:27:24.815Z
176,176,-62.431820,-31.903245,2023-02-23T10:27:24.815Z
177,177,-62.376390,-31.884407,2023-02-23T10:27:24.815Z
178,178,-62.391477,-31.865826,2023-02-23T10:27:24.815Z
179,179,-62.439243,-31.938925,2023-02-23T10:27:24.815Z
180,180,-62.416042,-31.926660,2023-02-23T10:27:24.815Z
181,181,-62.446170,-31.909793,2023-02-23T10:27:24.815Z
182,182,-62.402661,-31.917124,2023-02-23T10:27:24.815Z
183,183,-62.463580,-31.842018,2023-02-23T10:27:24.815Z
184,184,-62.402086,-31.949122,2023-02-23T10:27:24.815Z
185,185,-62.365399,-31.883231,2023-02-23T10:27:24.815Z
186,186,-62.365578,-31.860139,2023-02-23T10:27:24.815Z
187,187,-62.325614,-31.896939,2023-02-23T10:27:24.815Z
188,188,-62.345316,-31.936588,2023-02-23T10:27:24.815Z
189,189,-62.341777,-31.900245,2023-02-23T10:27:24.815Z
190,190,-62.465938,-31.930436,2023-02-23T10:27:24.815Z
191,191,-62.274123,-31.944456,2023-02-23T10:27:24.815Z
192,192,-62.364707,-31.919914,2023-02-23T10:27:24.815Z
193,193,-62.296579,-31.950227,2023-02-23T10:27:24.815Z
194,194,-62.384486,-31.919778,2023-02-23T10:27:24.815Z
195,195,-62.299087,-31.898896,2023-02-23T10:27:24.815Z
196,196,-62.338583,-31.950118,2023-02-23T10:27:24.815Z
197,197,-62.466359,-31.884657,2023-02-23T10:27:24.815Z
198,198,-62.301720,-31.946734,2023-02-23T10:27:24.815Z
199,199,-62.434462,-31.940498,2023-02-23T10:27:24.815Z
200,200,-62.372129,-31.844768,2023-02-23T10:27:24.815Z
201,201,-62.428234,-31.945445,2023-02-23T10:27:24.815Z
202,202,-62.409067,-31.940821,2023-02-23T10:27:24.815Z
203,203,-62.336537,-31.836977,2023-02-23T10:27:24.815Z
204,204,-62.392572,-31.915436,2023-02-23T10:27:24.815Z
205,205,-62.356564,-31.898587,2023-02-23T10:27:24.815Z
206,206,-62.453185,-31.883528,2023-02-23T10:27:24.815Z
207,207,-62.469722,-31.891841,2023-02-23T10:27:24.815Z
208,208,-62.326599,-31.863506,2023-02-23T10:27:24.815Z
209,209,-62.307780,-31.938303,2023-02-23T10:27:24.815Z
210,210,-62.467107,-31.890666,2023-02-23T10:27:24.815Z
211,211,-62.372601,-31.865435,2023-02-23T10:27:24.815Z
212,212,-62.468429,-31.924828,2023-02-23T10:27:24.815Z
213,213,-62.463619,-31.900883,2023-02-23T10:27:24.815Z
214,214,-62.324075,-31.841587,2023-02-23T10:27:24.815Z
215,215,-62.310283,-31.897814,2023-02-23T10:27:24.815Z
216,216,-62.360583,-31.878439,2023-02-23T10:27:24.815Z
217,217,-62.415123,-31.846024,2023-02-23T10:27:24.815Z
218,218,-62.447169,-31.913750,2023-02-23T10:27:24.815Z
219,219,-62.292049,-31.876452,2023-02-23T10:27:24.815Z
220,220,-62.352114,-31.896868,2023-02-23T10:27:24.815Z
221,221,-62.281130,-31.860798,2023-02-23T10:27:24.815Z
222,222,-62.319365,-31.928602,2023-02-23T10:27:24.815Z
223,223,-62.278899,-31.850799,2023-02-23T10:27:24.815Z
224,224,-62.440870,-31.904056,2023-02-23T10:27:24.815Z
225,225,-62.448088,-31.922944,2023-02-23T10:27:24.815Z
226,226,-62.443564,-31.898236,2023-02-23T10:27:24.815Z
227,227,-62.302343,-31.882203,2023-02-23T10:27:24.815Z
228,228,-62.401293,-31.883971,2023-02-23T10:27:24.815Z
229,229,-62.404396,-31.913970,2023-02-23T10:27:24.815Z
230,230,-62.374480,-31.941416,2023-02-23T10:27:24.815Z
231,231,-62.462215,-31.847893,2023-02-23T10:27:24.815Z
232,232,-62.319009,-31.945562,2023-02-23T10:27:24.815Z
233,233,-62.404419,-31.843752,2023-02-23T10:27:24.815Z
234,234,-62.390975,-31.930498,2023-02-23T10:27:24.815Z
235,235,-62.364901,-31.903709,2023-02-23T10:27:24.815Z
236,236,-62.295976,-31.837458,2023-02-23T10:27:24.815Z
237,237,-62.399369,-31.926687,2023-02-23T10:27:24.815Z
238,238,-62.377362,-31.840657,2023-02-23T10:27:24.815Z
239,239,-62.454440,-31.904791,2023-02-23T10:27:24.815Z
240,240,-62.439141,-31.903948,2023-02-23T10:27:24.815Z
241,241,-62.291487,-31.949928,2023-02-23T10:27:24.815Z
242,242,-62.362912,-31.844448,2023-02-23T10:27:24.815Z
243,243,-62.369315,-31.907934,2023-02-23T10:27:24.815Z
244,244,-62.383100,-31.846929,2023-02-23T10:27:24.815Z
245,245,-62.275324,-31.885769,2023-02-23T10:27:24.815Z
246,246,-62.395069,-31.850521,2023-02-23T10:27:24.815Z
247,247,-62.422989,-31.858101,2023-02-23T10:27:24.815Z
248,248,-62.274556,-31.836729,2023-02-23T10:27:24.815Z
249,249,-62.285189,-31.873747,2023-02-23T10:27:24.815Z
250,250,-62.445454,-31.876713,2023-02-23T10:27:24.815Z
251,251,-62.304836,-31.940840,2023-02-23T10:27:24.815Z
252,252,-62.281348,-31.867549,2023-02-23T10:27:24.815Z
253,253,-62.338994,-31.861136,2023-02-23T10:27:24.815Z
254,254,-62.323870,-31.922096,2023-02-23T10:27:24.815Z
255,255,-62.310446,-31.941334,2023-02-23T10:27:24.815Z
256,256,-62.428582,-31.878701,2023-02-23T10:27:24.815Z
257,257,-62.387789,-31.837288,2023-02-23T10:27:24.815Z
258,258,-62.342589,-31.917681,2023-02-23T10:27:24.815Z
259,259,-62.396074,-31.856109,2023-02-23T10:27:24.815Z
260,260,-62.422924,-31.859898,2023-02-23T10:27:24.815Z
261,261,-62.400021,-31.950120,2023-02-23T10:27:24.815Z
262,262,-62.365870,-31.856028,2023-02-23T10:27:24.815Z
263,263,-62.422864,-31.875434,2023-02-23T10:27:24.815Z
264,264,-62.282826,-31.916780,2023-02-23T10:27:24.815Z
265,265,-62.375747,-31.855766,2023-02-23T10:27:24.815Z
266,266,-62.274422,-31.882691,2023-02-23T10:27:24.815Z
267,267,-62.321168,-31.899117,2023-02-23T10:27:24.815Z
268,268,-62.318511,-31.917989,2023-02-23T10:27:24.815Z
269,269,-62.458099,-31.900344,2023-02-23T10:27:24.815Z
270,270,-62.455025,-31.921145,2023-02-23T10:27:24.815Z
271,271,-62.371606,-31.861405,2023-02-23T10:27:24.815Z
272,272,-62.276826,-31.838234,2023-02-23T10:27:24.815Z
273,273,-62.452524,-31.933372,2023-02-23T10:27:24.815Z
274,274,-62.412230,-31.886710,2023-02-23T10:27:24.815Z
275,275,-62.423717,-31.897991,2023-02-23T10:27:24.815Z
276,276,-62.373785,-31.855659,2023-02-23T10:27:24.815Z
277,277,-62.458378,-31.928955,2023-02-23T10:27:24.815Z
278,278,-62.409898,-31.868198,2023-02-23T10:27:24.815Z
279,279,-62.309313,-31.854842,2023-02-23T10:27:24.815Z
280,280,-62.330434,-31.938783,2023-02-23T10:27:24.815Z
281,281,-62.441698,-31.871639,2023-02-23T10:27:24.815Z
282,282,-62.297214,-31.876439,2023-02-23T10:27:24.815Z
283,283,-62.290412,-31.899562,2023-02-23T10:27:24.815Z
284,284,-62.334064,-31.919136,2023-02-23T10:27:24.815Z
285,285,-62.328829,-31.865924,2023-02-23T10:27:24.815Z
286,286,-62.407132,-31.883247,2023-02-23T10:27:24.815Z
287,287,-62.407421,-31.926243,2023-02-23T10:27:24.815Z
288,288,-62.470982,-31.928749,2023-02-23T10:27:24.815Z
289,289,-62.295104,-31.900203,2023-02-23T10:27:24.815Z
290,290,-62.454073,-31.841704,2023-02-23T10:27:24.815Z
291,291,-62.379363,-31.922719,2023-02-23T10:27:24.815Z
292,292,-62.356833,-31.908632,2023-02-23T10:27:24.815Z
293,293,-62.393391,-31.884048,2023-02-23T10:27:24.815Z
294,294,-62.278285,-31.851356,2023-02-23T10:27:24.815Z
295,295,-62.341908,-31.841156,2023-02-23T10:27:24.815Z
296,296,-62.309544,-31.871709,2023-02-23T10:27:24.815Z
297,297,-62.297772,-31.853112,2023-02-23T10:27:24.815Z
298,298,-62.331411,-31.845921,2023-02-23T10:27:24.815Z
299,299,-62.277267,-31.921223,2023-02-23T10:27:24.815Z
300,300,-62.359151,-31.920817,2023-02-23T10:27:24.815Z
301,301,-62.424899,-31.875506,2023-02-23T10:27:24.815Z
302,302,-62.292147,-31.878826,2023-02-23T10:27:24.815Z
303,303,-62.361795,-31.847808,2023-02-23T10:27:24.815Z
304,304,-62.421362,-31.865461,2023-02-23T10:27:24.815Z
305,305,-62.275521,-31.915519,2023-02-23T10:27:24.815Z
306,306,-62.405430,-31.892438,2023-02-23T10:27:24.815Z
307,307,-62.310264,-31.892953,2023-02-23T10:27:24.815Z
308,308,-62.291661,-31.900426,2023-02-23T10:27:24.815Z
309,309,-62.374641,-31.863613,2023-02-23T10:27:24.815Z
310,310,-62.425593,-31.907529,2023-02-23T10:27:24.815Z
311,311,-62.384023,-31.949155,2023-02-23T10:27:24.815Z
312,312,-62.331775,-31.874961,2023-02-23T10:27:24.815Z
313,313,-62.434792,-31.949957,2023-02-23T10:27:24.815Z
314,314,-62.342657,-31.939557,2023-02-23T10:27:24.815Z
315,315,-62.307488,-31.943549,2023-02-23T10:27:24.815Z
316,316,-62.286463,-31.905810,2023-02-23T10:27:24.815Z
317,317,-62.404618,-31.906322,2023-02-23T10:27:24.815Z
318,318,-62.427187,-31.940569,2023-02-23T10:27:24.815Z
319,319,-62.456005,-31.866606,2023-02-23T10:27:24.815Z
320,320,-62.432786,-31.856006,2023-02-23T10:27:24.815Z
321,321,-62.372761,-31.872589,2023-02-23T10:27:24.815Z
322,322,-62.470668,-31.840143,2023-02-23T10:27:24.815Z
323,323,-62.374223,-31.852959,2023-02-23T10:27:24.815Z
324,324,-62.389713,-31.873329,2023-02-23T10:27:24.815Z
325,325,-62.412761,-31.883004,2023-02-23T10:27:24.815Z
326,326,-62.348906,-31.850527,2023-02-23T10:27:24.815Z
327,327,-62.462790,-31.854466,2023-02-23T10:27:24.815Z
328,328,-62.342810,-31.914396,2023-02-23T10:27:24.815Z
329,329,-62.380336,-31.899428,2023-02-23T10:27:24.815Z
330,330,-62.310921,-31.897065,2023-02-23T10:27:24.815Z
331,331,-62.465464,-31.901620,2023-02-23T10:27:24.815Z
332,332,-62.277173,-31.889610,2023-02-23T10:27:24.815Z
333,333,-62.286188,-31.884895,2023-02-23T10:27:24.815Z
334,334,-62.351901,-31.886561,2023-02-23T10:27:24.815Z
335,335,-62.306264,-31.842441,2023-02-23T10:27:24.815Z
336,336,-62.358516,-31.838927,2023-02-23T10:27:24.815Z
337,337,-62.317184,-31.841034,2023-02-23T10:27:24.815Z
338,338,-62.397429,-31.914978,2023-02-23T10:27:24.815Z
339,339,-62.332150,-31.895277,2023-02-23T10:27:24.815Z
340,340,-62.438934,-31.875840,2023-02-23T10:27:24.815Z
341,341,-62.420555,-31.946793,2023-02-23T10:27:24.815Z
342,342,-62.342772,-31.950437,2023-02-23T10:27:24.815Z
343,343,-62.326224,-31.889626,2023-02-23T10:27:24.815Z
344,344,-62.308895,-31.880320,2023-02-23T10:27:24.815Z
345,345,-62.386968,-31.844267,2023-02-23T10:27:24.815Z
346,346,-62.349678,-31.883127,2023-02-23T10:27:24.815Z
347,347,-62.411728,-31.906765,2023-02-23T10:27:24.815Z
348,348,-62.469727,-31.842871,2023-02-23T10:27:24.815Z
349,349,-62.298051,-31.877114,2023-02-23T10:27:24.815Z
350,350,-62.300499,-31.905572,2023-02-23T10:27:24.815Z
351,351,-62.445024,-31.854048,2023-02-23T10:27:24.815Z
352,352,-62.315136,-31.892188,2023-02-23T10:27:24.815Z
